"id","average_wage","industry","average_price","category","year"
3752,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,34.30,Jablka konzumní,2013
3753,26745,Veřejná správa a obrana; povinné sociální zabezpečení,34.30,Jablka konzumní,2013
3754,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34.30,Jablka konzumní,2013
3755,24823,Vzdělávání,34.30,Jablka konzumní,2013
3756,23616,Zásobování vodou; činnosti související s odpady a sanacemi,34.30,Jablka konzumní,2013
3757,25131,Zdravotní a sociální péče,34.30,Jablka konzumní,2013
3758,20519,"Zemědělství, lesnictví, rybářství",34.30,Jablka konzumní,2013
3759,24792,Zpracovatelský průmysl,34.30,Jablka konzumní,2013
3760,25031,,34.30,Jablka konzumní,2013
3761,16829,Administrativní a podpůrné činnosti,7.70,Jogurt bílý netučný,2013
3762,22152,Činnosti v oblasti nemovitostí,7.70,Jogurt bílý netučný,2013
3763,23414,Doprava a skladování,7.70,Jogurt bílý netučný,2013
3764,46155,Informační a komunikační činnosti,7.70,Jogurt bílý netučný,2013
3765,20511,"Kulturní, zábavní a rekreační činnosti",7.70,Jogurt bílý netučný,2013
3766,19858,Ostatní činnosti,7.70,Jogurt bílý netučný,2013
3767,46317,Peněžnictví a pojišťovnictví,7.70,Jogurt bílý netučný,2013
3768,31825,"Profesní, vědecké a technické činnosti",7.70,Jogurt bílý netučný,2013
3769,22379,Stavebnictví,7.70,Jogurt bílý netučný,2013
3770,31487,Těžba a dobývání,7.70,Jogurt bílý netučný,2013
3771,13735,"Ubytování, stravování a pohostinství",7.70,Jogurt bílý netučný,2013
3772,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,7.70,Jogurt bílý netučný,2013
3773,26745,Veřejná správa a obrana; povinné sociální zabezpečení,7.70,Jogurt bílý netučný,2013
3774,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",7.70,Jogurt bílý netučný,2013
3775,24823,Vzdělávání,7.70,Jogurt bílý netučný,2013
3776,23616,Zásobování vodou; činnosti související s odpady a sanacemi,7.70,Jogurt bílý netučný,2013
3777,25131,Zdravotní a sociální péče,7.70,Jogurt bílý netučný,2013
3778,20519,"Zemědělství, lesnictví, rybářství",7.70,Jogurt bílý netučný,2013
3779,24792,Zpracovatelský průmysl,7.70,Jogurt bílý netučný,2013
3780,25031,,7.70,Jogurt bílý netučný,2013
3781,16829,Administrativní a podpůrné činnosti,88.09,Kapr živý,2013
3782,22152,Činnosti v oblasti nemovitostí,88.09,Kapr živý,2013
3783,23414,Doprava a skladování,88.09,Kapr živý,2013
3784,46155,Informační a komunikační činnosti,88.09,Kapr živý,2013
3785,20511,"Kulturní, zábavní a rekreační činnosti",88.09,Kapr živý,2013
3786,19858,Ostatní činnosti,88.09,Kapr živý,2013
3787,46317,Peněžnictví a pojišťovnictví,88.09,Kapr živý,2013
3788,31825,"Profesní, vědecké a technické činnosti",88.09,Kapr živý,2013
3789,22379,Stavebnictví,88.09,Kapr živý,2013
3790,31487,Těžba a dobývání,88.09,Kapr živý,2013
3791,13735,"Ubytování, stravování a pohostinství",88.09,Kapr živý,2013
3792,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,88.09,Kapr živý,2013
3793,26745,Veřejná správa a obrana; povinné sociální zabezpečení,88.09,Kapr živý,2013
3794,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",88.09,Kapr živý,2013
3795,24823,Vzdělávání,88.09,Kapr živý,2013
3796,23616,Zásobování vodou; činnosti související s odpady a sanacemi,88.09,Kapr živý,2013
3797,25131,Zdravotní a sociální péče,88.09,Kapr živý,2013
3798,20519,"Zemědělství, lesnictví, rybářství",88.09,Kapr živý,2013
3799,24792,Zpracovatelský průmysl,88.09,Kapr živý,2013
3800,25031,,88.09,Kapr živý,2013
3801,16829,Administrativní a podpůrné činnosti,16.93,Konzumní brambory,2013
3802,22152,Činnosti v oblasti nemovitostí,16.93,Konzumní brambory,2013
3803,23414,Doprava a skladování,16.93,Konzumní brambory,2013
3804,46155,Informační a komunikační činnosti,16.93,Konzumní brambory,2013
3805,20511,"Kulturní, zábavní a rekreační činnosti",16.93,Konzumní brambory,2013
3806,19858,Ostatní činnosti,16.93,Konzumní brambory,2013
3807,46317,Peněžnictví a pojišťovnictví,16.93,Konzumní brambory,2013
3808,31825,"Profesní, vědecké a technické činnosti",16.93,Konzumní brambory,2013
3809,22379,Stavebnictví,16.93,Konzumní brambory,2013
3810,31487,Těžba a dobývání,16.93,Konzumní brambory,2013
3811,13735,"Ubytování, stravování a pohostinství",16.93,Konzumní brambory,2013
3812,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,16.93,Konzumní brambory,2013
3813,26745,Veřejná správa a obrana; povinné sociální zabezpečení,16.93,Konzumní brambory,2013
3814,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",16.93,Konzumní brambory,2013
3815,24823,Vzdělávání,16.93,Konzumní brambory,2013
3816,23616,Zásobování vodou; činnosti související s odpady a sanacemi,16.93,Konzumní brambory,2013
3817,25131,Zdravotní a sociální péče,16.93,Konzumní brambory,2013
3818,20519,"Zemědělství, lesnictví, rybářství",16.93,Konzumní brambory,2013
3819,24792,Zpracovatelský průmysl,16.93,Konzumní brambory,2013
3820,25031,,16.93,Konzumní brambory,2013
3821,16829,Administrativní a podpůrné činnosti,69.30,Kuřata kuchaná celá,2013
3822,22152,Činnosti v oblasti nemovitostí,69.30,Kuřata kuchaná celá,2013
3823,23414,Doprava a skladování,69.30,Kuřata kuchaná celá,2013
3824,46155,Informační a komunikační činnosti,69.30,Kuřata kuchaná celá,2013
3825,20511,"Kulturní, zábavní a rekreační činnosti",69.30,Kuřata kuchaná celá,2013
3826,19858,Ostatní činnosti,69.30,Kuřata kuchaná celá,2013
3827,46317,Peněžnictví a pojišťovnictví,69.30,Kuřata kuchaná celá,2013
3828,31825,"Profesní, vědecké a technické činnosti",69.30,Kuřata kuchaná celá,2013
3829,22379,Stavebnictví,69.30,Kuřata kuchaná celá,2013
3830,31487,Těžba a dobývání,69.30,Kuřata kuchaná celá,2013
3831,13735,"Ubytování, stravování a pohostinství",69.30,Kuřata kuchaná celá,2013
3832,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,69.30,Kuřata kuchaná celá,2013
3833,26745,Veřejná správa a obrana; povinné sociální zabezpečení,69.30,Kuřata kuchaná celá,2013
3834,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",69.30,Kuřata kuchaná celá,2013
3835,24823,Vzdělávání,69.30,Kuřata kuchaná celá,2013
3836,23616,Zásobování vodou; činnosti související s odpady a sanacemi,69.30,Kuřata kuchaná celá,2013
3837,25131,Zdravotní a sociální péče,69.30,Kuřata kuchaná celá,2013
3838,20519,"Zemědělství, lesnictví, rybářství",69.30,Kuřata kuchaná celá,2013
3839,24792,Zpracovatelský průmysl,69.30,Kuřata kuchaná celá,2013
3840,25031,,69.30,Kuřata kuchaná celá,2013
3841,16829,Administrativní a podpůrné činnosti,154.80,Máslo,2013
3842,22152,Činnosti v oblasti nemovitostí,154.80,Máslo,2013
3843,23414,Doprava a skladování,154.80,Máslo,2013
3844,46155,Informační a komunikační činnosti,154.80,Máslo,2013
3845,20511,"Kulturní, zábavní a rekreační činnosti",154.80,Máslo,2013
3846,19858,Ostatní činnosti,154.80,Máslo,2013
3847,46317,Peněžnictví a pojišťovnictví,154.80,Máslo,2013
3848,31825,"Profesní, vědecké a technické činnosti",154.80,Máslo,2013
3849,22379,Stavebnictví,154.80,Máslo,2013
3850,31487,Těžba a dobývání,154.80,Máslo,2013
3851,13735,"Ubytování, stravování a pohostinství",154.80,Máslo,2013
3852,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,154.80,Máslo,2013
3853,26745,Veřejná správa a obrana; povinné sociální zabezpečení,154.80,Máslo,2013
3854,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",154.80,Máslo,2013
3855,24823,Vzdělávání,154.80,Máslo,2013
3856,23616,Zásobování vodou; činnosti související s odpady a sanacemi,154.80,Máslo,2013
3857,25131,Zdravotní a sociální péče,154.80,Máslo,2013
3858,20519,"Zemědělství, lesnictví, rybářství",154.80,Máslo,2013
3859,24792,Zpracovatelský průmysl,154.80,Máslo,2013
3860,25031,,154.80,Máslo,2013
3861,16829,Administrativní a podpůrné činnosti,19.34,Mléko polotučné pasterované,2013
3862,22152,Činnosti v oblasti nemovitostí,19.34,Mléko polotučné pasterované,2013
3863,23414,Doprava a skladování,19.34,Mléko polotučné pasterované,2013
3864,46155,Informační a komunikační činnosti,19.34,Mléko polotučné pasterované,2013
3865,20511,"Kulturní, zábavní a rekreační činnosti",19.34,Mléko polotučné pasterované,2013
3866,19858,Ostatní činnosti,19.34,Mléko polotučné pasterované,2013
3867,46317,Peněžnictví a pojišťovnictví,19.34,Mléko polotučné pasterované,2013
3868,31825,"Profesní, vědecké a technické činnosti",19.34,Mléko polotučné pasterované,2013
3869,22379,Stavebnictví,19.34,Mléko polotučné pasterované,2013
3870,31487,Těžba a dobývání,19.34,Mléko polotučné pasterované,2013
3871,13735,"Ubytování, stravování a pohostinství",19.34,Mléko polotučné pasterované,2013
3872,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19.34,Mléko polotučné pasterované,2013
3873,26745,Veřejná správa a obrana; povinné sociální zabezpečení,19.34,Mléko polotučné pasterované,2013
3874,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",19.34,Mléko polotučné pasterované,2013
3875,24823,Vzdělávání,19.34,Mléko polotučné pasterované,2013
3876,23616,Zásobování vodou; činnosti související s odpady a sanacemi,19.34,Mléko polotučné pasterované,2013
3877,25131,Zdravotní a sociální péče,19.34,Mléko polotučné pasterované,2013
3878,20519,"Zemědělství, lesnictví, rybářství",19.34,Mléko polotučné pasterované,2013
3879,24792,Zpracovatelský průmysl,19.34,Mléko polotučné pasterované,2013
3880,25031,,19.34,Mléko polotučné pasterované,2013
3881,16829,Administrativní a podpůrné činnosti,18.59,Mrkev,2013
3882,22152,Činnosti v oblasti nemovitostí,18.59,Mrkev,2013
3883,23414,Doprava a skladování,18.59,Mrkev,2013
3884,46155,Informační a komunikační činnosti,18.59,Mrkev,2013
3885,20511,"Kulturní, zábavní a rekreační činnosti",18.59,Mrkev,2013
3886,19858,Ostatní činnosti,18.59,Mrkev,2013
3887,46317,Peněžnictví a pojišťovnictví,18.59,Mrkev,2013
3888,31825,"Profesní, vědecké a technické činnosti",18.59,Mrkev,2013
3889,22379,Stavebnictví,18.59,Mrkev,2013
3890,31487,Těžba a dobývání,18.59,Mrkev,2013
3891,13735,"Ubytování, stravování a pohostinství",18.59,Mrkev,2013
3892,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,18.59,Mrkev,2013
3893,26745,Veřejná správa a obrana; povinné sociální zabezpečení,18.59,Mrkev,2013
3894,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",18.59,Mrkev,2013
3895,24823,Vzdělávání,18.59,Mrkev,2013
3896,23616,Zásobování vodou; činnosti související s odpady a sanacemi,18.59,Mrkev,2013
3897,25131,Zdravotní a sociální péče,18.59,Mrkev,2013
3898,20519,"Zemědělství, lesnictví, rybářství",18.59,Mrkev,2013
3899,24792,Zpracovatelský průmysl,18.59,Mrkev,2013
3900,25031,,18.59,Mrkev,2013
3901,16829,Administrativní a podpůrné činnosti,61.86,Papriky,2013
3902,22152,Činnosti v oblasti nemovitostí,61.86,Papriky,2013
3903,23414,Doprava a skladování,61.86,Papriky,2013
3904,46155,Informační a komunikační činnosti,61.86,Papriky,2013
3905,20511,"Kulturní, zábavní a rekreační činnosti",61.86,Papriky,2013
3906,19858,Ostatní činnosti,61.86,Papriky,2013
3907,46317,Peněžnictví a pojišťovnictví,61.86,Papriky,2013
3908,31825,"Profesní, vědecké a technické činnosti",61.86,Papriky,2013
3909,22379,Stavebnictví,61.86,Papriky,2013
3910,31487,Těžba a dobývání,61.86,Papriky,2013
3911,13735,"Ubytování, stravování a pohostinství",61.86,Papriky,2013
3912,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,61.86,Papriky,2013
3913,26745,Veřejná správa a obrana; povinné sociální zabezpečení,61.86,Papriky,2013
3914,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",61.86,Papriky,2013
3915,24823,Vzdělávání,61.86,Papriky,2013
3916,23616,Zásobování vodou; činnosti související s odpady a sanacemi,61.86,Papriky,2013
3917,25131,Zdravotní a sociální péče,61.86,Papriky,2013
3918,20519,"Zemědělství, lesnictví, rybářství",61.86,Papriky,2013
3919,24792,Zpracovatelský průmysl,61.86,Papriky,2013
3920,25031,,61.86,Papriky,2013
3921,16829,Administrativní a podpůrné činnosti,41.98,Pečivo pšeničné bílé,2013
3922,22152,Činnosti v oblasti nemovitostí,41.98,Pečivo pšeničné bílé,2013
3923,23414,Doprava a skladování,41.98,Pečivo pšeničné bílé,2013
3924,46155,Informační a komunikační činnosti,41.98,Pečivo pšeničné bílé,2013
3925,20511,"Kulturní, zábavní a rekreační činnosti",41.98,Pečivo pšeničné bílé,2013
3926,19858,Ostatní činnosti,41.98,Pečivo pšeničné bílé,2013
3927,46317,Peněžnictví a pojišťovnictví,41.98,Pečivo pšeničné bílé,2013
3928,31825,"Profesní, vědecké a technické činnosti",41.98,Pečivo pšeničné bílé,2013
3929,22379,Stavebnictví,41.98,Pečivo pšeničné bílé,2013
3930,31487,Těžba a dobývání,41.98,Pečivo pšeničné bílé,2013
3931,13735,"Ubytování, stravování a pohostinství",41.98,Pečivo pšeničné bílé,2013
3932,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,41.98,Pečivo pšeničné bílé,2013
3933,26745,Veřejná správa a obrana; povinné sociální zabezpečení,41.98,Pečivo pšeničné bílé,2013
3934,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",41.98,Pečivo pšeničné bílé,2013
3935,24823,Vzdělávání,41.98,Pečivo pšeničné bílé,2013
3936,23616,Zásobování vodou; činnosti související s odpady a sanacemi,41.98,Pečivo pšeničné bílé,2013
3937,25131,Zdravotní a sociální péče,41.98,Pečivo pšeničné bílé,2013
3938,20519,"Zemědělství, lesnictví, rybářství",41.98,Pečivo pšeničné bílé,2013
3939,24792,Zpracovatelský průmysl,41.98,Pečivo pšeničné bílé,2013
3940,25031,,41.98,Pečivo pšeničné bílé,2013
3941,16829,Administrativní a podpůrné činnosti,10.55,"Pivo výčepní, světlé, lahvové",2013
3942,22152,Činnosti v oblasti nemovitostí,10.55,"Pivo výčepní, světlé, lahvové",2013
3943,23414,Doprava a skladování,10.55,"Pivo výčepní, světlé, lahvové",2013
3944,46155,Informační a komunikační činnosti,10.55,"Pivo výčepní, světlé, lahvové",2013
3945,20511,"Kulturní, zábavní a rekreační činnosti",10.55,"Pivo výčepní, světlé, lahvové",2013
3946,19858,Ostatní činnosti,10.55,"Pivo výčepní, světlé, lahvové",2013
3947,46317,Peněžnictví a pojišťovnictví,10.55,"Pivo výčepní, světlé, lahvové",2013
3948,31825,"Profesní, vědecké a technické činnosti",10.55,"Pivo výčepní, světlé, lahvové",2013
3949,22379,Stavebnictví,10.55,"Pivo výčepní, světlé, lahvové",2013
3950,31487,Těžba a dobývání,10.55,"Pivo výčepní, světlé, lahvové",2013
3951,13735,"Ubytování, stravování a pohostinství",10.55,"Pivo výčepní, světlé, lahvové",2013
3952,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,10.55,"Pivo výčepní, světlé, lahvové",2013
3953,26745,Veřejná správa a obrana; povinné sociální zabezpečení,10.55,"Pivo výčepní, světlé, lahvové",2013
3954,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",10.55,"Pivo výčepní, světlé, lahvové",2013
3955,24823,Vzdělávání,10.55,"Pivo výčepní, světlé, lahvové",2013
3956,23616,Zásobování vodou; činnosti související s odpady a sanacemi,10.55,"Pivo výčepní, světlé, lahvové",2013
3957,25131,Zdravotní a sociální péče,10.55,"Pivo výčepní, světlé, lahvové",2013
3958,20519,"Zemědělství, lesnictví, rybářství",10.55,"Pivo výčepní, světlé, lahvové",2013
3959,24792,Zpracovatelský průmysl,10.55,"Pivo výčepní, světlé, lahvové",2013
3960,25031,,10.55,"Pivo výčepní, světlé, lahvové",2013
3961,16829,Administrativní a podpůrné činnosti,31.37,Pomeranče,2013
3962,22152,Činnosti v oblasti nemovitostí,31.37,Pomeranče,2013
3963,23414,Doprava a skladování,31.37,Pomeranče,2013
3964,46155,Informační a komunikační činnosti,31.37,Pomeranče,2013
3965,20511,"Kulturní, zábavní a rekreační činnosti",31.37,Pomeranče,2013
3966,19858,Ostatní činnosti,31.37,Pomeranče,2013
3967,46317,Peněžnictví a pojišťovnictví,31.37,Pomeranče,2013
3968,31825,"Profesní, vědecké a technické činnosti",31.37,Pomeranče,2013
3969,22379,Stavebnictví,31.37,Pomeranče,2013
3970,31487,Těžba a dobývání,31.37,Pomeranče,2013
3971,13735,"Ubytování, stravování a pohostinství",31.37,Pomeranče,2013
3972,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,31.37,Pomeranče,2013
3973,26745,Veřejná správa a obrana; povinné sociální zabezpečení,31.37,Pomeranče,2013
3974,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",31.37,Pomeranče,2013
3975,24823,Vzdělávání,31.37,Pomeranče,2013
3976,23616,Zásobování vodou; činnosti související s odpady a sanacemi,31.37,Pomeranče,2013
3977,25131,Zdravotní a sociální péče,31.37,Pomeranče,2013
3978,20519,"Zemědělství, lesnictví, rybářství",31.37,Pomeranče,2013
3979,24792,Zpracovatelský průmysl,31.37,Pomeranče,2013
3980,25031,,31.37,Pomeranče,2013
3981,16829,Administrativní a podpůrné činnosti,8.74,Přírodní minerální voda uhličitá,2013
3982,22152,Činnosti v oblasti nemovitostí,8.74,Přírodní minerální voda uhličitá,2013
3983,23414,Doprava a skladování,8.74,Přírodní minerální voda uhličitá,2013
3984,46155,Informační a komunikační činnosti,8.74,Přírodní minerální voda uhličitá,2013
3985,20511,"Kulturní, zábavní a rekreační činnosti",8.74,Přírodní minerální voda uhličitá,2013
3986,19858,Ostatní činnosti,8.74,Přírodní minerální voda uhličitá,2013
3987,46317,Peněžnictví a pojišťovnictví,8.74,Přírodní minerální voda uhličitá,2013
3988,31825,"Profesní, vědecké a technické činnosti",8.74,Přírodní minerální voda uhličitá,2013
3989,22379,Stavebnictví,8.74,Přírodní minerální voda uhličitá,2013
3990,31487,Těžba a dobývání,8.74,Přírodní minerální voda uhličitá,2013
3991,13735,"Ubytování, stravování a pohostinství",8.74,Přírodní minerální voda uhličitá,2013
3992,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,8.74,Přírodní minerální voda uhličitá,2013
3993,26745,Veřejná správa a obrana; povinné sociální zabezpečení,8.74,Přírodní minerální voda uhličitá,2013
3994,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",8.74,Přírodní minerální voda uhličitá,2013
3995,24823,Vzdělávání,8.74,Přírodní minerální voda uhličitá,2013
3996,23616,Zásobování vodou; činnosti související s odpady a sanacemi,8.74,Přírodní minerální voda uhličitá,2013
3997,25131,Zdravotní a sociální péče,8.74,Přírodní minerální voda uhličitá,2013
3998,20519,"Zemědělství, lesnictví, rybářství",8.74,Přírodní minerální voda uhličitá,2013
3999,24792,Zpracovatelský průmysl,8.74,Přírodní minerální voda uhličitá,2013
4000,25031,,8.74,Přírodní minerální voda uhličitá,2013
4001,16829,Administrativní a podpůrné činnosti,13.34,Pšeničná mouka hladká,2013
4002,22152,Činnosti v oblasti nemovitostí,13.34,Pšeničná mouka hladká,2013
4003,23414,Doprava a skladování,13.34,Pšeničná mouka hladká,2013
4004,46155,Informační a komunikační činnosti,13.34,Pšeničná mouka hladká,2013
4005,20511,"Kulturní, zábavní a rekreační činnosti",13.34,Pšeničná mouka hladká,2013
4006,19858,Ostatní činnosti,13.34,Pšeničná mouka hladká,2013
4007,46317,Peněžnictví a pojišťovnictví,13.34,Pšeničná mouka hladká,2013
4008,31825,"Profesní, vědecké a technické činnosti",13.34,Pšeničná mouka hladká,2013
4009,22379,Stavebnictví,13.34,Pšeničná mouka hladká,2013
4010,31487,Těžba a dobývání,13.34,Pšeničná mouka hladká,2013
4011,13735,"Ubytování, stravování a pohostinství",13.34,Pšeničná mouka hladká,2013
4012,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,13.34,Pšeničná mouka hladká,2013
4013,26745,Veřejná správa a obrana; povinné sociální zabezpečení,13.34,Pšeničná mouka hladká,2013
4014,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",13.34,Pšeničná mouka hladká,2013
4015,24823,Vzdělávání,13.34,Pšeničná mouka hladká,2013
4016,23616,Zásobování vodou; činnosti související s odpady a sanacemi,13.34,Pšeničná mouka hladká,2013
4017,25131,Zdravotní a sociální péče,13.34,Pšeničná mouka hladká,2013
4018,20519,"Zemědělství, lesnictví, rybářství",13.34,Pšeničná mouka hladká,2013
4019,24792,Zpracovatelský průmysl,13.34,Pšeničná mouka hladká,2013
4020,25031,,13.34,Pšeničná mouka hladká,2013
4021,16829,Administrativní a podpůrné činnosti,37.10,Rajská jablka červená kulatá,2013
4022,22152,Činnosti v oblasti nemovitostí,37.10,Rajská jablka červená kulatá,2013
4023,23414,Doprava a skladování,37.10,Rajská jablka červená kulatá,2013
4024,46155,Informační a komunikační činnosti,37.10,Rajská jablka červená kulatá,2013
4025,20511,"Kulturní, zábavní a rekreační činnosti",37.10,Rajská jablka červená kulatá,2013
4026,19858,Ostatní činnosti,37.10,Rajská jablka červená kulatá,2013
4027,46317,Peněžnictví a pojišťovnictví,37.10,Rajská jablka červená kulatá,2013
4028,31825,"Profesní, vědecké a technické činnosti",37.10,Rajská jablka červená kulatá,2013
4029,22379,Stavebnictví,37.10,Rajská jablka červená kulatá,2013
4030,31487,Těžba a dobývání,37.10,Rajská jablka červená kulatá,2013
4031,13735,"Ubytování, stravování a pohostinství",37.10,Rajská jablka červená kulatá,2013
4032,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,37.10,Rajská jablka červená kulatá,2013
4033,26745,Veřejná správa a obrana; povinné sociální zabezpečení,37.10,Rajská jablka červená kulatá,2013
4034,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",37.10,Rajská jablka červená kulatá,2013
4035,24823,Vzdělávání,37.10,Rajská jablka červená kulatá,2013
4036,23616,Zásobování vodou; činnosti související s odpady a sanacemi,37.10,Rajská jablka červená kulatá,2013
4037,25131,Zdravotní a sociální péče,37.10,Rajská jablka červená kulatá,2013
4038,20519,"Zemědělství, lesnictví, rybářství",37.10,Rajská jablka červená kulatá,2013
4039,24792,Zpracovatelský průmysl,37.10,Rajská jablka červená kulatá,2013
4040,25031,,37.10,Rajská jablka červená kulatá,2013
4041,16829,Administrativní a podpůrné činnosti,93.30,Rostlinný roztíratelný tuk,2013
4042,22152,Činnosti v oblasti nemovitostí,93.30,Rostlinný roztíratelný tuk,2013
4043,23414,Doprava a skladování,93.30,Rostlinný roztíratelný tuk,2013
4044,46155,Informační a komunikační činnosti,93.30,Rostlinný roztíratelný tuk,2013
4045,20511,"Kulturní, zábavní a rekreační činnosti",93.30,Rostlinný roztíratelný tuk,2013
4046,19858,Ostatní činnosti,93.30,Rostlinný roztíratelný tuk,2013
4047,46317,Peněžnictví a pojišťovnictví,93.30,Rostlinný roztíratelný tuk,2013
4048,31825,"Profesní, vědecké a technické činnosti",93.30,Rostlinný roztíratelný tuk,2013
4049,22379,Stavebnictví,93.30,Rostlinný roztíratelný tuk,2013
4050,31487,Těžba a dobývání,93.30,Rostlinný roztíratelný tuk,2013
4051,13735,"Ubytování, stravování a pohostinství",93.30,Rostlinný roztíratelný tuk,2013
4052,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,93.30,Rostlinný roztíratelný tuk,2013
4053,26745,Veřejná správa a obrana; povinné sociální zabezpečení,93.30,Rostlinný roztíratelný tuk,2013
4054,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",93.30,Rostlinný roztíratelný tuk,2013
4055,24823,Vzdělávání,93.30,Rostlinný roztíratelný tuk,2013
4056,23616,Zásobování vodou; činnosti související s odpady a sanacemi,93.30,Rostlinný roztíratelný tuk,2013
4057,25131,Zdravotní a sociální péče,93.30,Rostlinný roztíratelný tuk,2013
4058,20519,"Zemědělství, lesnictví, rybářství",93.30,Rostlinný roztíratelný tuk,2013
4059,24792,Zpracovatelský průmysl,93.30,Rostlinný roztíratelný tuk,2013
4060,25031,,93.30,Rostlinný roztíratelný tuk,2013
4061,16829,Administrativní a podpůrné činnosti,34.73,Rýže loupaná dlouhozrnná,2013
4062,22152,Činnosti v oblasti nemovitostí,34.73,Rýže loupaná dlouhozrnná,2013
4063,23414,Doprava a skladování,34.73,Rýže loupaná dlouhozrnná,2013
4064,46155,Informační a komunikační činnosti,34.73,Rýže loupaná dlouhozrnná,2013
4065,20511,"Kulturní, zábavní a rekreační činnosti",34.73,Rýže loupaná dlouhozrnná,2013
4066,19858,Ostatní činnosti,34.73,Rýže loupaná dlouhozrnná,2013
4067,46317,Peněžnictví a pojišťovnictví,34.73,Rýže loupaná dlouhozrnná,2013
4068,31825,"Profesní, vědecké a technické činnosti",34.73,Rýže loupaná dlouhozrnná,2013
4069,22379,Stavebnictví,34.73,Rýže loupaná dlouhozrnná,2013
4070,31487,Těžba a dobývání,34.73,Rýže loupaná dlouhozrnná,2013
4071,13735,"Ubytování, stravování a pohostinství",34.73,Rýže loupaná dlouhozrnná,2013
4072,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,34.73,Rýže loupaná dlouhozrnná,2013
4073,26745,Veřejná správa a obrana; povinné sociální zabezpečení,34.73,Rýže loupaná dlouhozrnná,2013
4074,40762,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",34.73,Rýže loupaná dlouhozrnná,2013
4075,24823,Vzdělávání,34.73,Rýže loupaná dlouhozrnná,2013
4076,23616,Zásobování vodou; činnosti související s odpady a sanacemi,34.73,Rýže loupaná dlouhozrnná,2013
4077,25131,Zdravotní a sociální péče,34.73,Rýže loupaná dlouhozrnná,2013
4078,20519,"Zemědělství, lesnictví, rybářství",34.73,Rýže loupaná dlouhozrnná,2013
4079,24792,Zpracovatelský průmysl,34.73,Rýže loupaná dlouhozrnná,2013
4080,25031,,34.73,Rýže loupaná dlouhozrnná,2013
4081,16829,Administrativní a podpůrné činnosti,126.24,Šunkový salám,2013
4082,22152,Činnosti v oblasti nemovitostí,126.24,Šunkový salám,2013
4083,23414,Doprava a skladování,126.24,Šunkový salám,2013
4084,46155,Informační a komunikační činnosti,126.24,Šunkový salám,2013
4085,20511,"Kulturní, zábavní a rekreační činnosti",126.24,Šunkový salám,2013
4086,19858,Ostatní činnosti,126.24,Šunkový salám,2013
4087,46317,Peněžnictví a pojišťovnictví,126.24,Šunkový salám,2013
4088,31825,"Profesní, vědecké a technické činnosti",126.24,Šunkový salám,2013
4089,22379,Stavebnictví,126.24,Šunkový salám,2013
4090,31487,Těžba a dobývání,126.24,Šunkový salám,2013
4091,13735,"Ubytování, stravování a pohostinství",126.24,Šunkový salám,2013
4092,23130,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,126.24,Šunkový salám,2013
4093,26745,Veřejná správa a obrana; povinné sociální zabezpečení,126.24,Šunkový salám,2013
