"id","average_wage","industry","average_price","category","year"
1319,21570,Zpracovatelský průmysl,62.30,Papriky,2008
1320,22592,,62.30,Papriky,2008
1321,15527,Administrativní a podpůrné činnosti,54.31,Pečivo pšeničné bílé,2008
1322,20790,Činnosti v oblasti nemovitostí,54.31,Pečivo pšeničné bílé,2008
1323,22374,Doprava a skladování,54.31,Pečivo pšeničné bílé,2008
1324,41787,Informační a komunikační činnosti,54.31,Pečivo pšeničné bílé,2008
1325,18791,"Kulturní, zábavní a rekreační činnosti",54.31,Pečivo pšeničné bílé,2008
1326,17991,Ostatní činnosti,54.31,Pečivo pšeničné bílé,2008
1327,45670,Peněžnictví a pojišťovnictví,54.31,Pečivo pšeničné bílé,2008
1328,30224,"Profesní, vědecké a technické činnosti",54.31,Pečivo pšeničné bílé,2008
1329,20936,Stavebnictví,54.31,Pečivo pšeničné bílé,2008
1330,29273,Těžba a dobývání,54.31,Pečivo pšeničné bílé,2008
1331,12472,"Ubytování, stravování a pohostinství",54.31,Pečivo pšeničné bílé,2008
1332,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,54.31,Pečivo pšeničné bílé,2008
1333,26201,Veřejná správa a obrana; povinné sociální zabezpečení,54.31,Pečivo pšeničné bílé,2008
1334,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",54.31,Pečivo pšeničné bílé,2008
1335,22113,Vzdělávání,54.31,Pečivo pšeničné bílé,2008
1336,21461,Zásobování vodou; činnosti související s odpady a sanacemi,54.31,Pečivo pšeničné bílé,2008
1337,21173,Zdravotní a sociální péče,54.31,Pečivo pšeničné bílé,2008
1338,17764,"Zemědělství, lesnictví, rybářství",54.31,Pečivo pšeničné bílé,2008
1339,21570,Zpracovatelský průmysl,54.31,Pečivo pšeničné bílé,2008
1340,22592,,54.31,Pečivo pšeničné bílé,2008
1341,15527,Administrativní a podpůrné činnosti,8.97,"Pivo výčepní, světlé, lahvové",2008
1342,20790,Činnosti v oblasti nemovitostí,8.97,"Pivo výčepní, světlé, lahvové",2008
1343,22374,Doprava a skladování,8.97,"Pivo výčepní, světlé, lahvové",2008
1344,41787,Informační a komunikační činnosti,8.97,"Pivo výčepní, světlé, lahvové",2008
1345,18791,"Kulturní, zábavní a rekreační činnosti",8.97,"Pivo výčepní, světlé, lahvové",2008
1346,17991,Ostatní činnosti,8.97,"Pivo výčepní, světlé, lahvové",2008
1347,45670,Peněžnictví a pojišťovnictví,8.97,"Pivo výčepní, světlé, lahvové",2008
1348,30224,"Profesní, vědecké a technické činnosti",8.97,"Pivo výčepní, světlé, lahvové",2008
1349,20936,Stavebnictví,8.97,"Pivo výčepní, světlé, lahvové",2008
1350,29273,Těžba a dobývání,8.97,"Pivo výčepní, světlé, lahvové",2008
1351,12472,"Ubytování, stravování a pohostinství",8.97,"Pivo výčepní, světlé, lahvové",2008
1352,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,8.97,"Pivo výčepní, světlé, lahvové",2008
1353,26201,Veřejná správa a obrana; povinné sociální zabezpečení,8.97,"Pivo výčepní, světlé, lahvové",2008
1354,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",8.97,"Pivo výčepní, světlé, lahvové",2008
1355,22113,Vzdělávání,8.97,"Pivo výčepní, světlé, lahvové",2008
1356,21461,Zásobování vodou; činnosti související s odpady a sanacemi,8.97,"Pivo výčepní, světlé, lahvové",2008
1357,21173,Zdravotní a sociální péče,8.97,"Pivo výčepní, světlé, lahvové",2008
1358,17764,"Zemědělství, lesnictví, rybářství",8.97,"Pivo výčepní, světlé, lahvové",2008
1359,21570,Zpracovatelský průmysl,8.97,"Pivo výčepní, světlé, lahvové",2008
1360,22592,,8.97,"Pivo výčepní, světlé, lahvové",2008
1361,15527,Administrativní a podpůrné činnosti,31.29,Pomeranče,2008
1362,20790,Činnosti v oblasti nemovitostí,31.29,Pomeranče,2008
1363,22374,Doprava a skladování,31.29,Pomeranče,2008
1364,41787,Informační a komunikační činnosti,31.29,Pomeranče,2008
1365,18791,"Kulturní, zábavní a rekreační činnosti",31.29,Pomeranče,2008
1366,17991,Ostatní činnosti,31.29,Pomeranče,2008
1367,45670,Peněžnictví a pojišťovnictví,31.29,Pomeranče,2008
1368,30224,"Profesní, vědecké a technické činnosti",31.29,Pomeranče,2008
1369,20936,Stavebnictví,31.29,Pomeranče,2008
1370,29273,Těžba a dobývání,31.29,Pomeranče,2008
1371,12472,"Ubytování, stravování a pohostinství",31.29,Pomeranče,2008
1372,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,31.29,Pomeranče,2008
1373,26201,Veřejná správa a obrana; povinné sociální zabezpečení,31.29,Pomeranče,2008
1374,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",31.29,Pomeranče,2008
1375,22113,Vzdělávání,31.29,Pomeranče,2008
1376,21461,Zásobování vodou; činnosti související s odpady a sanacemi,31.29,Pomeranče,2008
1377,21173,Zdravotní a sociální péče,31.29,Pomeranče,2008
1378,17764,"Zemědělství, lesnictví, rybářství",31.29,Pomeranče,2008
1379,21570,Zpracovatelský průmysl,31.29,Pomeranče,2008
1380,22592,,31.29,Pomeranče,2008
1381,15527,Administrativní a podpůrné činnosti,8.27,Přírodní minerální voda uhličitá,2008
1382,20790,Činnosti v oblasti nemovitostí,8.27,Přírodní minerální voda uhličitá,2008
1383,22374,Doprava a skladování,8.27,Přírodní minerální voda uhličitá,2008
1384,41787,Informační a komunikační činnosti,8.27,Přírodní minerální voda uhličitá,2008
1385,18791,"Kulturní, zábavní a rekreační činnosti",8.27,Přírodní minerální voda uhličitá,2008
1386,17991,Ostatní činnosti,8.27,Přírodní minerální voda uhličitá,2008
1387,45670,Peněžnictví a pojišťovnictví,8.27,Přírodní minerální voda uhličitá,2008
1388,30224,"Profesní, vědecké a technické činnosti",8.27,Přírodní minerální voda uhličitá,2008
1389,20936,Stavebnictví,8.27,Přírodní minerální voda uhličitá,2008
1390,29273,Těžba a dobývání,8.27,Přírodní minerální voda uhličitá,2008
1391,12472,"Ubytování, stravování a pohostinství",8.27,Přírodní minerální voda uhličitá,2008
1392,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,8.27,Přírodní minerální voda uhličitá,2008
1393,26201,Veřejná správa a obrana; povinné sociální zabezpečení,8.27,Přírodní minerální voda uhličitá,2008
1394,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",8.27,Přírodní minerální voda uhličitá,2008
1395,22113,Vzdělávání,8.27,Přírodní minerální voda uhličitá,2008
1396,21461,Zásobování vodou; činnosti související s odpady a sanacemi,8.27,Přírodní minerální voda uhličitá,2008
1397,21173,Zdravotní a sociální péče,8.27,Přírodní minerální voda uhličitá,2008
1398,17764,"Zemědělství, lesnictví, rybářství",8.27,Přírodní minerální voda uhličitá,2008
1399,21570,Zpracovatelský průmysl,8.27,Přírodní minerální voda uhličitá,2008
1400,22592,,8.27,Přírodní minerální voda uhličitá,2008
1401,15527,Administrativní a podpůrné činnosti,12.98,Pšeničná mouka hladká,2008
1402,20790,Činnosti v oblasti nemovitostí,12.98,Pšeničná mouka hladká,2008
1403,22374,Doprava a skladování,12.98,Pšeničná mouka hladká,2008
1404,41787,Informační a komunikační činnosti,12.98,Pšeničná mouka hladká,2008
1405,18791,"Kulturní, zábavní a rekreační činnosti",12.98,Pšeničná mouka hladká,2008
1406,17991,Ostatní činnosti,12.98,Pšeničná mouka hladká,2008
1407,45670,Peněžnictví a pojišťovnictví,12.98,Pšeničná mouka hladká,2008
1408,30224,"Profesní, vědecké a technické činnosti",12.98,Pšeničná mouka hladká,2008
1409,20936,Stavebnictví,12.98,Pšeničná mouka hladká,2008
1410,29273,Těžba a dobývání,12.98,Pšeničná mouka hladká,2008
1411,12472,"Ubytování, stravování a pohostinství",12.98,Pšeničná mouka hladká,2008
1412,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,12.98,Pšeničná mouka hladká,2008
1413,26201,Veřejná správa a obrana; povinné sociální zabezpečení,12.98,Pšeničná mouka hladká,2008
1414,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",12.98,Pšeničná mouka hladká,2008
1415,22113,Vzdělávání,12.98,Pšeničná mouka hladká,2008
1416,21461,Zásobování vodou; činnosti související s odpady a sanacemi,12.98,Pšeničná mouka hladká,2008
1417,21173,Zdravotní a sociální péče,12.98,Pšeničná mouka hladká,2008
1418,17764,"Zemědělství, lesnictví, rybářství",12.98,Pšeničná mouka hladká,2008
1419,21570,Zpracovatelský průmysl,12.98,Pšeničná mouka hladká,2008
1420,22592,,12.98,Pšeničná mouka hladká,2008
1421,15527,Administrativní a podpůrné činnosti,35.58,Rajská jablka červená kulatá,2008
1422,20790,Činnosti v oblasti nemovitostí,35.58,Rajská jablka červená kulatá,2008
1423,22374,Doprava a skladování,35.58,Rajská jablka červená kulatá,2008
1424,41787,Informační a komunikační činnosti,35.58,Rajská jablka červená kulatá,2008
1425,18791,"Kulturní, zábavní a rekreační činnosti",35.58,Rajská jablka červená kulatá,2008
1426,17991,Ostatní činnosti,35.58,Rajská jablka červená kulatá,2008
1427,45670,Peněžnictví a pojišťovnictví,35.58,Rajská jablka červená kulatá,2008
1428,30224,"Profesní, vědecké a technické činnosti",35.58,Rajská jablka červená kulatá,2008
1429,20936,Stavebnictví,35.58,Rajská jablka červená kulatá,2008
1430,29273,Těžba a dobývání,35.58,Rajská jablka červená kulatá,2008
1431,12472,"Ubytování, stravování a pohostinství",35.58,Rajská jablka červená kulatá,2008
1432,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,35.58,Rajská jablka červená kulatá,2008
1433,26201,Veřejná správa a obrana; povinné sociální zabezpečení,35.58,Rajská jablka červená kulatá,2008
1434,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",35.58,Rajská jablka červená kulatá,2008
1435,22113,Vzdělávání,35.58,Rajská jablka červená kulatá,2008
1436,21461,Zásobování vodou; činnosti související s odpady a sanacemi,35.58,Rajská jablka červená kulatá,2008
1437,21173,Zdravotní a sociální péče,35.58,Rajská jablka červená kulatá,2008
1438,17764,"Zemědělství, lesnictví, rybářství",35.58,Rajská jablka červená kulatá,2008
1439,21570,Zpracovatelský průmysl,35.58,Rajská jablka červená kulatá,2008
1440,22592,,35.58,Rajská jablka červená kulatá,2008
1441,15527,Administrativní a podpůrné činnosti,84.40,Rostlinný roztíratelný tuk,2008
1442,20790,Činnosti v oblasti nemovitostí,84.40,Rostlinný roztíratelný tuk,2008
1443,22374,Doprava a skladování,84.40,Rostlinný roztíratelný tuk,2008
1444,41787,Informační a komunikační činnosti,84.40,Rostlinný roztíratelný tuk,2008
1445,18791,"Kulturní, zábavní a rekreační činnosti",84.40,Rostlinný roztíratelný tuk,2008
1446,17991,Ostatní činnosti,84.40,Rostlinný roztíratelný tuk,2008
1447,45670,Peněžnictví a pojišťovnictví,84.40,Rostlinný roztíratelný tuk,2008
1448,30224,"Profesní, vědecké a technické činnosti",84.40,Rostlinný roztíratelný tuk,2008
1449,20936,Stavebnictví,84.40,Rostlinný roztíratelný tuk,2008
1450,29273,Těžba a dobývání,84.40,Rostlinný roztíratelný tuk,2008
1451,12472,"Ubytování, stravování a pohostinství",84.40,Rostlinný roztíratelný tuk,2008
1452,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,84.40,Rostlinný roztíratelný tuk,2008
1453,26201,Veřejná správa a obrana; povinné sociální zabezpečení,84.40,Rostlinný roztíratelný tuk,2008
1454,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",84.40,Rostlinný roztíratelný tuk,2008
1455,22113,Vzdělávání,84.40,Rostlinný roztíratelný tuk,2008
1456,21461,Zásobování vodou; činnosti související s odpady a sanacemi,84.40,Rostlinný roztíratelný tuk,2008
1457,21173,Zdravotní a sociální péče,84.40,Rostlinný roztíratelný tuk,2008
1458,17764,"Zemědělství, lesnictví, rybářství",84.40,Rostlinný roztíratelný tuk,2008
1459,21570,Zpracovatelský průmysl,84.40,Rostlinný roztíratelný tuk,2008
1460,22592,,84.40,Rostlinný roztíratelný tuk,2008
1461,15527,Administrativní a podpůrné činnosti,32.69,Rýže loupaná dlouhozrnná,2008
1462,20790,Činnosti v oblasti nemovitostí,32.69,Rýže loupaná dlouhozrnná,2008
1463,22374,Doprava a skladování,32.69,Rýže loupaná dlouhozrnná,2008
1464,41787,Informační a komunikační činnosti,32.69,Rýže loupaná dlouhozrnná,2008
1465,18791,"Kulturní, zábavní a rekreační činnosti",32.69,Rýže loupaná dlouhozrnná,2008
1466,17991,Ostatní činnosti,32.69,Rýže loupaná dlouhozrnná,2008
1467,45670,Peněžnictví a pojišťovnictví,32.69,Rýže loupaná dlouhozrnná,2008
1468,30224,"Profesní, vědecké a technické činnosti",32.69,Rýže loupaná dlouhozrnná,2008
1469,20936,Stavebnictví,32.69,Rýže loupaná dlouhozrnná,2008
1470,29273,Těžba a dobývání,32.69,Rýže loupaná dlouhozrnná,2008
1471,12472,"Ubytování, stravování a pohostinství",32.69,Rýže loupaná dlouhozrnná,2008
1472,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,32.69,Rýže loupaná dlouhozrnná,2008
1473,26201,Veřejná správa a obrana; povinné sociální zabezpečení,32.69,Rýže loupaná dlouhozrnná,2008
1474,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",32.69,Rýže loupaná dlouhozrnná,2008
1475,22113,Vzdělávání,32.69,Rýže loupaná dlouhozrnná,2008
1476,21461,Zásobování vodou; činnosti související s odpady a sanacemi,32.69,Rýže loupaná dlouhozrnná,2008
1477,21173,Zdravotní a sociální péče,32.69,Rýže loupaná dlouhozrnná,2008
1478,17764,"Zemědělství, lesnictví, rybářství",32.69,Rýže loupaná dlouhozrnná,2008
1479,21570,Zpracovatelský průmysl,32.69,Rýže loupaná dlouhozrnná,2008
1480,22592,,32.69,Rýže loupaná dlouhozrnná,2008
1481,15527,Administrativní a podpůrné činnosti,118.98,Šunkový salám,2008
1482,20790,Činnosti v oblasti nemovitostí,118.98,Šunkový salám,2008
1483,22374,Doprava a skladování,118.98,Šunkový salám,2008
1484,41787,Informační a komunikační činnosti,118.98,Šunkový salám,2008
1485,18791,"Kulturní, zábavní a rekreační činnosti",118.98,Šunkový salám,2008
1486,17991,Ostatní činnosti,118.98,Šunkový salám,2008
1487,45670,Peněžnictví a pojišťovnictví,118.98,Šunkový salám,2008
1488,30224,"Profesní, vědecké a technické činnosti",118.98,Šunkový salám,2008
1489,20936,Stavebnictví,118.98,Šunkový salám,2008
1490,29273,Těžba a dobývání,118.98,Šunkový salám,2008
1491,12472,"Ubytování, stravování a pohostinství",118.98,Šunkový salám,2008
1492,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,118.98,Šunkový salám,2008
1493,26201,Veřejná správa a obrana; povinné sociální zabezpečení,118.98,Šunkový salám,2008
1494,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",118.98,Šunkový salám,2008
1495,22113,Vzdělávání,118.98,Šunkový salám,2008
1496,21461,Zásobování vodou; činnosti související s odpady a sanacemi,118.98,Šunkový salám,2008
1497,21173,Zdravotní a sociální péče,118.98,Šunkový salám,2008
1498,17764,"Zemědělství, lesnictví, rybářství",118.98,Šunkový salám,2008
1499,21570,Zpracovatelský průmysl,118.98,Šunkový salám,2008
1500,22592,,118.98,Šunkový salám,2008
1501,15527,Administrativní a podpůrné činnosti,30.76,Těstoviny vaječné,2008
1502,20790,Činnosti v oblasti nemovitostí,30.76,Těstoviny vaječné,2008
1503,22374,Doprava a skladování,30.76,Těstoviny vaječné,2008
1504,41787,Informační a komunikační činnosti,30.76,Těstoviny vaječné,2008
1505,18791,"Kulturní, zábavní a rekreační činnosti",30.76,Těstoviny vaječné,2008
1506,17991,Ostatní činnosti,30.76,Těstoviny vaječné,2008
1507,45670,Peněžnictví a pojišťovnictví,30.76,Těstoviny vaječné,2008
1508,30224,"Profesní, vědecké a technické činnosti",30.76,Těstoviny vaječné,2008
1509,20936,Stavebnictví,30.76,Těstoviny vaječné,2008
1510,29273,Těžba a dobývání,30.76,Těstoviny vaječné,2008
1511,12472,"Ubytování, stravování a pohostinství",30.76,Těstoviny vaječné,2008
1512,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,30.76,Těstoviny vaječné,2008
1513,26201,Veřejná správa a obrana; povinné sociální zabezpečení,30.76,Těstoviny vaječné,2008
1514,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",30.76,Těstoviny vaječné,2008
1515,22113,Vzdělávání,30.76,Těstoviny vaječné,2008
1516,21461,Zásobování vodou; činnosti související s odpady a sanacemi,30.76,Těstoviny vaječné,2008
1517,21173,Zdravotní a sociální péče,30.76,Těstoviny vaječné,2008
1518,17764,"Zemědělství, lesnictví, rybářství",30.76,Těstoviny vaječné,2008
1519,21570,Zpracovatelský průmysl,30.76,Těstoviny vaječné,2008
1520,22592,,30.76,Těstoviny vaječné,2008
1521,15527,Administrativní a podpůrné činnosti,28.12,Vejce slepičí čerstvá,2008
1522,20790,Činnosti v oblasti nemovitostí,28.12,Vejce slepičí čerstvá,2008
1523,22374,Doprava a skladování,28.12,Vejce slepičí čerstvá,2008
1524,41787,Informační a komunikační činnosti,28.12,Vejce slepičí čerstvá,2008
1525,18791,"Kulturní, zábavní a rekreační činnosti",28.12,Vejce slepičí čerstvá,2008
1526,17991,Ostatní činnosti,28.12,Vejce slepičí čerstvá,2008
1527,45670,Peněžnictví a pojišťovnictví,28.12,Vejce slepičí čerstvá,2008
1528,30224,"Profesní, vědecké a technické činnosti",28.12,Vejce slepičí čerstvá,2008
1529,20936,Stavebnictví,28.12,Vejce slepičí čerstvá,2008
1530,29273,Těžba a dobývání,28.12,Vejce slepičí čerstvá,2008
1531,12472,"Ubytování, stravování a pohostinství",28.12,Vejce slepičí čerstvá,2008
1532,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,28.12,Vejce slepičí čerstvá,2008
1533,26201,Veřejná správa a obrana; povinné sociální zabezpečení,28.12,Vejce slepičí čerstvá,2008
1534,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",28.12,Vejce slepičí čerstvá,2008
1535,22113,Vzdělávání,28.12,Vejce slepičí čerstvá,2008
1536,21461,Zásobování vodou; činnosti související s odpady a sanacemi,28.12,Vejce slepičí čerstvá,2008
1537,21173,Zdravotní a sociální péče,28.12,Vejce slepičí čerstvá,2008
1538,17764,"Zemědělství, lesnictví, rybářství",28.12,Vejce slepičí čerstvá,2008
1539,21570,Zpracovatelský průmysl,28.12,Vejce slepičí čerstvá,2008
1540,22592,,28.12,Vejce slepičí čerstvá,2008
1541,15527,Administrativní a podpůrné činnosti,106.46,Vepřová pečeně s kostí,2008
1542,20790,Činnosti v oblasti nemovitostí,106.46,Vepřová pečeně s kostí,2008
1543,22374,Doprava a skladování,106.46,Vepřová pečeně s kostí,2008
1544,41787,Informační a komunikační činnosti,106.46,Vepřová pečeně s kostí,2008
1545,18791,"Kulturní, zábavní a rekreační činnosti",106.46,Vepřová pečeně s kostí,2008
1546,17991,Ostatní činnosti,106.46,Vepřová pečeně s kostí,2008
1547,45670,Peněžnictví a pojišťovnictví,106.46,Vepřová pečeně s kostí,2008
1548,30224,"Profesní, vědecké a technické činnosti",106.46,Vepřová pečeně s kostí,2008
1549,20936,Stavebnictví,106.46,Vepřová pečeně s kostí,2008
1550,29273,Těžba a dobývání,106.46,Vepřová pečeně s kostí,2008
1551,12472,"Ubytování, stravování a pohostinství",106.46,Vepřová pečeně s kostí,2008
1552,21332,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,106.46,Vepřová pečeně s kostí,2008
1553,26201,Veřejná správa a obrana; povinné sociální zabezpečení,106.46,Vepřová pečeně s kostí,2008
1554,35418,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",106.46,Vepřová pečeně s kostí,2008
1555,22113,Vzdělávání,106.46,Vepřová pečeně s kostí,2008
1556,21461,Zásobování vodou; činnosti související s odpady a sanacemi,106.46,Vepřová pečeně s kostí,2008
1557,21173,Zdravotní a sociální péče,106.46,Vepřová pečeně s kostí,2008
1558,17764,"Zemědělství, lesnictví, rybářství",106.46,Vepřová pečeně s kostí,2008
1559,21570,Zpracovatelský průmysl,106.46,Vepřová pečeně s kostí,2008
1560,22592,,106.46,Vepřová pečeně s kostí,2008
1561,15921,Administrativní a podpůrné činnosti,30.56,Banány žluté,2009
1562,20706,Činnosti v oblasti nemovitostí,30.56,Banány žluté,2009
1563,23010,Doprava a skladování,30.56,Banány žluté,2009
1564,43083,Informační a komunikační činnosti,30.56,Banány žluté,2009
1565,19449,"Kulturní, zábavní a rekreační činnosti",30.56,Banány žluté,2009
1566,18329,Ostatní činnosti,30.56,Banány žluté,2009
1567,46103,Peněžnictví a pojišťovnictví,30.56,Banány žluté,2009
1568,31791,"Profesní, vědecké a technické činnosti",30.56,Banány žluté,2009
1569,22021,Stavebnictví,30.56,Banány žluté,2009
1570,28361,Těžba a dobývání,30.56,Banány žluté,2009
1571,12334,"Ubytování, stravování a pohostinství",30.56,Banány žluté,2009
1572,21364,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,30.56,Banány žluté,2009
1573,27035,Veřejná správa a obrana; povinné sociální zabezpečení,30.56,Banány žluté,2009
1574,39450,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",30.56,Banány žluté,2009
1575,23416,Vzdělávání,30.56,Banány žluté,2009
1576,22055,Zásobování vodou; činnosti související s odpady a sanacemi,30.56,Banány žluté,2009
1577,23019,Zdravotní a sociální péče,30.56,Banány žluté,2009
1578,17645,"Zemědělství, lesnictví, rybářství",30.56,Banány žluté,2009
1579,21998,Zpracovatelský průmysl,30.56,Banány žluté,2009
1580,23353,,30.56,Banány žluté,2009
1581,15921,Administrativní a podpůrné činnosti,19.81,Cukr krystalový,2009
1582,20706,Činnosti v oblasti nemovitostí,19.81,Cukr krystalový,2009
1583,23010,Doprava a skladování,19.81,Cukr krystalový,2009
1584,43083,Informační a komunikační činnosti,19.81,Cukr krystalový,2009
1585,19449,"Kulturní, zábavní a rekreační činnosti",19.81,Cukr krystalový,2009
1586,18329,Ostatní činnosti,19.81,Cukr krystalový,2009
1587,46103,Peněžnictví a pojišťovnictví,19.81,Cukr krystalový,2009
1588,31791,"Profesní, vědecké a technické činnosti",19.81,Cukr krystalový,2009
1589,22021,Stavebnictví,19.81,Cukr krystalový,2009
1590,28361,Těžba a dobývání,19.81,Cukr krystalový,2009
1591,12334,"Ubytování, stravování a pohostinství",19.81,Cukr krystalový,2009
1592,21364,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,19.81,Cukr krystalový,2009
1593,27035,Veřejná správa a obrana; povinné sociální zabezpečení,19.81,Cukr krystalový,2009
1594,39450,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",19.81,Cukr krystalový,2009
1595,23416,Vzdělávání,19.81,Cukr krystalový,2009
1596,22055,Zásobování vodou; činnosti související s odpady a sanacemi,19.81,Cukr krystalový,2009
1597,23019,Zdravotní a sociální péče,19.81,Cukr krystalový,2009
1598,17645,"Zemědělství, lesnictví, rybářství",19.81,Cukr krystalový,2009
1599,21998,Zpracovatelský průmysl,19.81,Cukr krystalový,2009
1600,23353,,19.81,Cukr krystalový,2009
1601,15921,Administrativní a podpůrné činnosti,111.67,Eidamská cihla,2009
1602,20706,Činnosti v oblasti nemovitostí,111.67,Eidamská cihla,2009
1603,23010,Doprava a skladování,111.67,Eidamská cihla,2009
1604,43083,Informační a komunikační činnosti,111.67,Eidamská cihla,2009
1605,19449,"Kulturní, zábavní a rekreační činnosti",111.67,Eidamská cihla,2009
1606,18329,Ostatní činnosti,111.67,Eidamská cihla,2009
1607,46103,Peněžnictví a pojišťovnictví,111.67,Eidamská cihla,2009
1608,31791,"Profesní, vědecké a technické činnosti",111.67,Eidamská cihla,2009
1609,22021,Stavebnictví,111.67,Eidamská cihla,2009
1610,28361,Těžba a dobývání,111.67,Eidamská cihla,2009
1611,12334,"Ubytování, stravování a pohostinství",111.67,Eidamská cihla,2009
1612,21364,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,111.67,Eidamská cihla,2009
1613,27035,Veřejná správa a obrana; povinné sociální zabezpečení,111.67,Eidamská cihla,2009
1614,39450,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",111.67,Eidamská cihla,2009
1615,23416,Vzdělávání,111.67,Eidamská cihla,2009
1616,22055,Zásobování vodou; činnosti související s odpady a sanacemi,111.67,Eidamská cihla,2009
1617,23019,Zdravotní a sociální péče,111.67,Eidamská cihla,2009
1618,17645,"Zemědělství, lesnictví, rybářství",111.67,Eidamská cihla,2009
1619,21998,Zpracovatelský průmysl,111.67,Eidamská cihla,2009
1620,23353,,111.67,Eidamská cihla,2009
1621,15921,Administrativní a podpůrné činnosti,179.01,Hovězí maso zadní bez kosti,2009
1622,20706,Činnosti v oblasti nemovitostí,179.01,Hovězí maso zadní bez kosti,2009
1623,23010,Doprava a skladování,179.01,Hovězí maso zadní bez kosti,2009
1624,43083,Informační a komunikační činnosti,179.01,Hovězí maso zadní bez kosti,2009
1625,19449,"Kulturní, zábavní a rekreační činnosti",179.01,Hovězí maso zadní bez kosti,2009
1626,18329,Ostatní činnosti,179.01,Hovězí maso zadní bez kosti,2009
1627,46103,Peněžnictví a pojišťovnictví,179.01,Hovězí maso zadní bez kosti,2009
1628,31791,"Profesní, vědecké a technické činnosti",179.01,Hovězí maso zadní bez kosti,2009
1629,22021,Stavebnictví,179.01,Hovězí maso zadní bez kosti,2009
1630,28361,Těžba a dobývání,179.01,Hovězí maso zadní bez kosti,2009
1631,12334,"Ubytování, stravování a pohostinství",179.01,Hovězí maso zadní bez kosti,2009
1632,21364,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,179.01,Hovězí maso zadní bez kosti,2009
1633,27035,Veřejná správa a obrana; povinné sociální zabezpečení,179.01,Hovězí maso zadní bez kosti,2009
1634,39450,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",179.01,Hovězí maso zadní bez kosti,2009
1635,23416,Vzdělávání,179.01,Hovězí maso zadní bez kosti,2009
1636,22055,Zásobování vodou; činnosti související s odpady a sanacemi,179.01,Hovězí maso zadní bez kosti,2009
1637,23019,Zdravotní a sociální péče,179.01,Hovězí maso zadní bez kosti,2009
1638,17645,"Zemědělství, lesnictví, rybářství",179.01,Hovězí maso zadní bez kosti,2009
1639,21998,Zpracovatelský průmysl,179.01,Hovězí maso zadní bez kosti,2009
1640,23353,,179.01,Hovězí maso zadní bez kosti,2009
1641,15921,Administrativní a podpůrné činnosti,19.58,Chléb konzumní kmínový,2009
1642,20706,Činnosti v oblasti nemovitostí,19.58,Chléb konzumní kmínový,2009
1643,23010,Doprava a skladování,19.58,Chléb konzumní kmínový,2009
1644,43083,Informační a komunikační činnosti,19.58,Chléb konzumní kmínový,2009
1645,19449,"Kulturní, zábavní a rekreační činnosti",19.58,Chléb konzumní kmínový,2009
1646,18329,Ostatní činnosti,19.58,Chléb konzumní kmínový,2009
1647,46103,Peněžnictví a pojišťovnictví,19.58,Chléb konzumní kmínový,2009
1648,31791,"Profesní, vědecké a technické činnosti",19.58,Chléb konzumní kmínový,2009
1649,22021,Stavebnictví,19.58,Chléb konzumní kmínový,2009
1650,28361,Těžba a dobývání,19.58,Chléb konzumní kmínový,2009
1651,12334,"Ubytování, stravování a pohostinství",19.58,Chléb konzumní kmínový,2009
